Player ID,Player Name,Statistic Name,Correlation Coefficient
0,All Players,FG Percent,0.13016065337295707
0,All Players,FG Percent from 3P Range,0.033794041008999506
0,All Players,FG Percent from 2P Range,0.19450651375529768
