Node ID,Label,Betweenness Centrality,Closeness Centrality
4285,Rodney Hood (Player),0.00010969422734128617,1
5004,Sandro Mamukelashvili (Player),0.00010969422734128617,1
4562,Semi Ojeleye (Player),0.00010969422734128617,1
3902,Serge Ibaka (Player),0.00010969422734128617,1
4367,Thanasis Antetokounmpo (Player),0.00010969422734128617,1
3914,Wesley Matthews (Player),0.00010969422734128617,1
4901,Ade Murkey (Player),0.00009794127441186265,1
4142,Alex Len (Player),0.00009794127441186265,1
4382,Buddy Hield (Player),0.00010577657636481166,1
4597,Chimezie Metu (Player),0.00009794127441186265,1
4387,Damian Jones (Player),0.00009794127441186265,1
4926,Davion Mitchell (Player),0.00009794127441186265,1
4489,De'Aaron Fox (Player),0.00009794127441186265,1
4400,Domantas Sabonis (Player),0.00010577657636481166,1
4608,Donte DiVincenzo (Player),0.00009794127441186265,1
4324,Emmanuel Mudiay (Player),0.00009794127441186265,1
4089,Harrison Barnes (Player),0.00009794127441186265,1
4843,Jahmi'us Ramsey (Player),0.00009794127441186265,1
4096,Jeremy Lamb (Player),0.00010577657636481166,1
4526,Josh Jackson (Player),0.00009794127441186265,1
4102,Justin Holiday (Player),0.00010577657636481166,1
4741,Justin Robinson (Player),0.00009794127441186265,1
4753,Louis King (Player),0.00009794127441186265,1
4656,Marvin Bagley III (Player),0.00009794127441186265,1
4115,Maurice Harkless (Player),0.00009794127441186265,1
4995,Neemias Queta (Player),0.00009794127441186265,1
4359,Richaun Holmes (Player),0.00009794127441186265,1
4880,Robert Woodard II (Player),0.00009794127441186265,1
4792,Terence Davis (Player),0.00009794127441186265,1
4369,Trey Lyles (Player),0.00009794127441186265,1
4058,Tristan Thompson (Player),0.00008227067050596463,1
4892,Tyrese Haliburton (Player),0.00010577657636481166,1
4900,Aaron Wiggins (Player),0.00009794127441186265,1
4806,Aleksej Pokusevski (Player),0.00009794127441186265,1
4707,Darius Bazley (Player),0.00009794127441186265,1
3928,Derrick Favors (Player),0.00009794127441186265,1
4834,Gabriel Deck (Player),0.00009794127441186265,1
4936,Georgios Kalaitzakis (Player),0.00009794127441186265,1
4722,Isaiah Roby (Player),0.00009794127441186265,1
4731,Jaylen Hoard (Player),0.00009794127441186265,1
4959,Jeremiah Robinson-Earl (Player),0.00009794127441186265,1
4970,Josh Giddey (Player),0.00009794127441186265,1
4647,Kenrich Williams (Player),0.00009794127441186265,1
4981,Lindy Waters III (Player),0.00009794127441186265,1
4754,Luguentz Dort (Player),0.00009794127441186265,1
4862,Mamadi Diakite (Player),0.00009794127441186265,1
4657,Melvin Frazier (Player),0.00009794127441186265,1
4183,Mike Muscala (Player),0.00009794127441186265,1
4996,Olivier Sarr (Player),0.00009794127441186265,1
4779,Paul Watson (Player),0.00009794127441186265,1
5002,Rob Edwards (Player),0.00009794127441186265,1
4201,Scotty Hopson (Player),0.00009794127441186265,1
4670,Shai Gilgeous-Alexander (Player),0.00009794127441186265,1
4886,Théo Maledon (Player),0.00009794127441186265,1
5012,Tre Mann (Player),0.00009794127441186265,1
4794,Ty Jerome (Player),0.00009794127441186265,1
5019,Vit Krejci (Player),0.00009794127441186265,1
5023,Zavier Simpson (Player),0.00009794127441186265,1
4902,Ahmad Caver (Player),0.00010577657636481166,1
4591,Brad Wanamaker (Player),0.00010969422734128617,1
4382,Buddy Hield (Player),0.00010577657636481166,1
4383,Caris LeVert (Player),0.00009794127441186265,1
4919,Chris Duarte (Player),0.00010577657636481166,1
4928,DeJon Jarreau (Player),0.00010577657636481166,1
4400,Domantas Sabonis (Player),0.00010577657636481166,1
4929,Duane Washington Jr. (Player),0.00010577657636481166,1
4934,Gabe York (Player),0.00010577657636481166,1
4719,Goga Bitadze (Player),0.00010577657636481166,1
4940,Isaiah Jackson (Player),0.00010577657636481166,1
4845,Jalen Smith (Player),0.00008618832148243914,1
4096,Jeremy Lamb (Player),0.00010577657636481166,1
4337,Justin Anderson (Player),0.00009794127441186265,1
4102,Justin Holiday (Player),0.00010577657636481166,1
4975,Keifer Sykes (Player),0.00010577657636481166,1
4744,Kelan Martin (Player),0.00010577657636481166,1
3954,Lance Stephenson (Player),0.00009010597245891364,1
4424,Malcolm Brogdon (Player),0.00010577657636481166,1
4350,Myles Turner (Player),0.00010577657636481166,1
4867,Nate Hinton (Player),0.00010577657636481166,1
4777,Oshae Brissett (Player),0.00010577657636481166,1
4878,Reggie Perry (Player),0.00010185892538833715,1
4365,T.J. McConnell (Player),0.00010577657636481166,1
5010,Terry Taylor (Player),0.00010577657636481166,1
4570,Torrey Craig (Player),0.00008618832148243914,1
4058,Tristan Thompson (Player),0.00008227067050596463,1
4892,Tyrese Haliburton (Player),0.00010577657636481166,1
4899,Aaron Henry (Player),0.00008618832148243914,1
4064,Andre Drummond (Player),0.00009010597245891364,1
4911,Braxton Key (Player),0.00008618832148243914,1
4917,Charles Bassey (Player),0.00008618832148243914,1
4700,Charlie Brown Jr. (Player),0.00010185892538833715,1
3867,Danny Green (Player),0.00008618832148243914,1
3810,DeAndre Jordan (Player),0.00009402362343538814,1
4501,Furkan Korkmaz (Player),0.00008618832148243914,1
4405,Georges Niang (Player),0.00008618832148243914,1
4839,Isaiah Joe (Player),0.00008618832148243914,1
4944,Jaden Springer (Player),0.00008618832148243914,1
3880,James Harden (Player),0.00009010597245891364,1
4417,Joel Embiid (Player),0.00008618832148243914,1
4760,Matisse Thybulle (Player),0.00008618832148243914,1
4994,Myles Powell (Player),0.00008618832148243914,1
3701,Paul Millsap (Player),0.00009010597245891364,1
4874,Paul Reed (Player),0.00008618832148243914,1
4203,Seth Curry (Player),0.00009010597245891364,1
4671,Shake Milton (Player),0.00008618832148243914,1
4055,Tobias Harris (Player),0.00008618832148243914,1
4297,Tyler Johnson (Player),0.00009010597245891364,1
4893,Tyrese Maxey (Player),0.00008618832148243914,1
4371,Willie Cauley-Stein (Player),0.00010185892538833715,1
4586,Anfernee Simons (Player),0.00010185892538833715,1
4148,Ben McLemore (Player),0.00010185892538833715,1
4910,Brandon Williams (Player),0.00010185892538833715,1
4818,CJ Elleby (Player),0.00010185892538833715,1
4154,CJ McCollum (Player),0.00010185892538833715,1
4914,Cameron McGriff (Player),0.00010185892538833715,1
4155,Cody Zeller (Player),0.00010185892538833715,1
4077,Damian Lillard (Player),0.00010185892538833715,1
4490,Dennis Smith Jr. (Player),0.00010185892538833715,1
4828,Didi Louzada (Player),0.00010185892538833715,1
4610,Drew Eubanks (Player),0.00009010597245891364,1
4831,Elijah Hughes (Player),0.00009010597245891364,1
4937,Greg Brown III (Player),0.00010185892538833715,1
4953,Jarron Cumberland (Player),0.00010185892538833715,1
4525,Josh Hart (Player),0.00010185892538833715,1
4338,Justise Winslow (Player),0.00010185892538833715,1
4267,Jusuf Nurkić (Player),0.00010185892538833715,1
4853,Keljin Blevins (Player),0.00010185892538833715,1
4976,Keon Johnson (Player),0.00010185892538833715,1
4421,Kris Dunn (Player),0.00010185892538833715,1
4345,Larry Nance Jr. (Player),0.00010185892538833715,1
4770,Nassir Little (Player),0.00010185892538833715,1
4353,Norman Powell (Player),0.00010185892538833715,1
4878,Reggie Perry (Player),0.00010185892538833715,1
4197,Robert Covington (Player),0.00010185892538833715,1
4212,Tony Snell (Player),0.00010185892538833715,1
5014,Trendon Watford (Player),0.00010185892538833715,1
4592,Brandon Goodwin (Player),0.00009794127441186265,1
4383,Caris LeVert (Player),0.00009794127441186265,1
4479,Cedi Osman (Player),0.00009794127441186265,1
4599,Collin Sexton (Player),0.00009794127441186265,1
4708,Darius Garland (Player),0.00009794127441186265,1
4710,Dean Wade (Player),0.00009794127441186265,1
4396,Denzel Valentine (Player),0.00009010597245891364,1
4829,Dylan Windler (Player),0.00009794127441186265,1
3932,Ed Davis (Player),0.00009794127441186265,1
4931,Evan Mobley (Player),0.00009794127441186265,1
4838,Isaac Okoro (Player),0.00009794127441186265,1
4515,Jarrett Allen (Player),0.00009794127441186265,1
4337,Justin Anderson (Player),0.00009794127441186265,1
3830,Kevin Love (Player),0.00009794127441186265,1
4978,Kevin Pangos (Player),0.00009794127441186265,1
4858,Lamar Stevens (Player),0.00009794127441186265,1
4535,Lauri Markkanen (Player),0.00009794127441186265,1
4539,Luke Kornet (Player),0.00010577657636481166,1
4756,Malik Newman (Player),0.00009794127441186265,1
4768,Moses Brown (Player),0.00010185892538833715,1
5001,RJ Nembhard Jr. (Player),0.00009794127441186265,1
3704,Rajon Rondo (Player),0.00009402362343538814,1
4051,Ricky Rubio (Player),0.00009794127441186265,1
4788,Tacko Fall (Player),0.00009794127441186265,1
4294,Tim Frazier (Player),0.00008227067050596463,1
5013,Tre Scott (Player),0.00009794127441186265,1
4306,Boban Marjanović (Player),0.00010185892538833715,1
3985,Brandon Knight (Player),0.00010185892538833715,1
4915,Carlik Jones (Player),0.00010185892538833715,1
4700,Charlie Brown Jr. (Player),0.00010185892538833715,1
4401,Dorian Finney-Smith (Player),0.00010185892538833715,1
4239,Dwight Powell (Player),0.00010185892538833715,1
4392,Dāvis Bertāns (Player),0.00010969422734128617,1
4930,Eugene Omoruyi (Player),0.00010185892538833715,1
4500,Frank Ntilikina (Player),0.00010185892538833715,1
4619,George King (Player),0.00010185892538833715,1
4012,Isaiah Thomas (Player),0.0000705177175765411,1
4951,JaQuori McLaughlin (Player),0.00010185892538833715,1
4630,Jalen Brunson (Player),0.00010185892538833715,1
4850,Josh Green (Player),0.00010185892538833715,1
4343,Kristaps Porziņģis (Player),0.00010969422734128617,1
4654,Luka Dončić (Player),0.00010185892538833715,1
4428,Marquese Chriss (Player),0.00010185892538833715,1
4547,Maxi Kleber (Player),0.00010185892538833715,1
4768,Moses Brown (Player),0.00010185892538833715,1
4993,Moses Wright (Player),0.00010185892538833715,1
4194,Reggie Bullock (Player),0.00010185892538833715,1
4291,Spencer Dinwiddie (Player),0.00010969422734128617,1
4565,Sterling Brown (Player),0.00010185892538833715,1
4674,Theo Pinson (Player),0.00010185892538833715,1
4209,Tim Hardaway Jr. (Player),0.00010185892538833715,1
4214,Trey Burke (Player),0.00010185892538833715,1
4371,Willie Cauley-Stein (Player),0.00010185892538833715,1
4811,Armoni Brooks (Player),0.0000705177175765411,1
4481,Chris Boucher (Player),0.00008618832148243914,1
4482,D.J. Wilson (Player),0.00008618832148243914,1
4923,Dalano Banton (Player),0.00008618832148243914,1
4821,Daniel Oturu (Player),0.00008618832148243914,1
4925,David Johnson (Player),0.00008618832148243914,1
4403,Fred VanVleet (Player),0.00008618832148243914,1
4618,Gary Trent Jr. (Player),0.00008618832148243914,1
3817,Goran Dragić (Player),0.00009010597245891364,1
4624,Isaac Bonga (Player),0.00008618832148243914,1
4973,Justin Champagnie (Player),0.00008618832148243914,1
4743,Juwan Morgan (Player),0.00010577657636481166,1
4531,Khem Birch (Player),0.00008618832148243914,1
4860,Malachi Flynn (Player),0.00008618832148243914,1
4555,OG Anunoby (Player),0.00008618832148243914,1
4437,Pascal Siakam (Player),0.00008618832148243914,1
4876,Precious Achiuwa (Player),0.00008618832148243914,1
4362,Sam Dekker (Player),0.00008618832148243914,1
5006,Scottie Barnes (Player),0.00008618832148243914,1
4672,Svi Mykhailiuk (Player),0.00008618832148243914,1
3791,Thaddeus Young (Player),0.00009010597245891364,1
4793,Tremont Waters (Player),0.00010969422734128617,1
4684,Yuta Watanabe (Player),0.00008618832148243914,1
4904,Alperen Şengün (Player),0.0000705177175765411,1
4811,Armoni Brooks (Player),0.0000705177175765411,1
4695,Bruno Fernando (Player),0.00010577657636481166,1
4313,Christian Wood (Player),0.0000705177175765411,1
3805,D.J. Augustin (Player),0.00009402362343538814,1
4922,Daishen Nix (Player),0.0000705177175765411,1
4487,Daniel Theis (Player),0.00010577657636481166,1
4389,Danuel House Jr. (Player),0.00009010597245891364,1
4391,David Nwaba (Player),0.0000705177175765411,1
4157,Dennis Schröder (Player),0.00010577657636481166,1
3815,Eric Gordon (Player),0.0000705177175765411,1
4718,Garrison Mathews (Player),0.0000705177175765411,1
4842,Jae'Sean Tate (Player),0.0000705177175765411,1
4946,Jalen Green (Player),0.0000705177175765411,1
4969,Josh Christopher (Player),0.0000705177175765411,1
4854,Kenyon Martin Jr. (Player),0.0000705177175765411,1
4748,Kevin Porter Jr. (Player),0.0000705177175765411,1
5015,Trevelin Queen (Player),0.0000705177175765411,1
5018,Usman Garuba (Player),0.0000705177175765411,1
4472,Bam Adebayo (Player),0.00008227067050596463,1
4696,Caleb Martin (Player),0.00008227067050596463,1
4702,Chris Silva (Player),0.0000666000666000666,1
4158,Dewayne Dedmon (Player),0.00008227067050596463,1
4611,Duncan Robinson (Player),0.00008227067050596463,1
4717,Gabe Vincent (Player),0.00008227067050596463,1
4623,Haywood Highsmith (Player),0.00008227067050596463,1
4955,Javonte Smart (Player),0.00008227067050596463,1
4023,Jimmy Butler (Player),0.00008227067050596463,1
4752,KZ Okpala (Player),0.00008227067050596463,1
4751,Kyle Guy (Player),0.00008227067050596463,1
3685,Kyle Lowry (Player),0.00008227067050596463,1
4986,Marcus Garrett (Player),0.00008227067050596463,1
4043,Markieff Morris (Player),0.00008227067050596463,1
4763,Max Strus (Player),0.00008227067050596463,1
4769,Mychal Mulder (Player),0.00008227067050596463,1
4280,Nik Stauskas (Player),0.00010577657636481166,1
4997,Omer Yurtseven (Player),0.00008227067050596463,1
3698,P.J. Tucker (Player),0.00008227067050596463,1
4796,Tyler Herro (Player),0.00008227067050596463,1
3491,Udonis Haslem (Player),0.00008227067050596463,1
4217,Victor Oladipo (Player),0.00008227067050596463,1
4066,Anthony Davis (Player),0.00009402362343538814,1
4906,Austin Reaves (Player),0.00009402362343538814,1
3918,Avery Bradley (Player),0.00009402362343538814,1
3435,Carmelo Anthony (Player),0.00009402362343538814,1
4918,Chaundee Brown Jr. (Player),0.00009010597245891364,1
3805,D.J. Augustin (Player),0.00009402362343538814,1
3869,Darren Collison (Player),0.00009402362343538814,1
3810,DeAndre Jordan (Player),0.00009402362343538814,1
3520,Dwight Howard (Player),0.00009402362343538814,1
4012,Isaiah Thomas (Player),0.0000705177175765411,1
4956,Jay Huff (Player),0.00009402362343538814,1
4636,Jemerrio Jones (Player),0.00009402362343538814,1
4104,Kent Bazemore (Player),0.00009402362343538814,1
3463,LeBron James (Player),0.00009402362343538814,1
4984,Mac McClung (Player),0.00008227067050596463,1
4541,Malik Monk (Player),0.00009402362343538814,1
4864,Mason Jones (Player),0.00009402362343538814,1
3704,Rajon Rondo (Player),0.00009402362343538814,1
3849,Russell Westbrook (Player),0.00009402362343538814,1
4785,Sekou Doumbouya (Player),0.00009402362343538814,1
4364,Stanley Johnson (Player),0.00009402362343538814,1
4789,Talen Horton-Tucker (Player),0.00009402362343538814,1
3563,Trevor Ariza (Player),0.00009402362343538814,1
3913,Wayne Ellington (Player),0.00009402362343538814,1
4800,Wenyen Gabriel (Player),0.00009010597245891364,1
3982,Alec Burks (Player),0.00008618832148243914,1
4697,Cam Reddish (Player),0.00009010597245891364,1
4485,Damyean Dotson (Player),0.00008618832148243914,1
4389,Danuel House Jr. (Player),0.00009010597245891364,1
3812,Derrick Rose (Player),0.00008618832148243914,1
4086,Evan Fournier (Player),0.00008618832148243914,1
4932,Feron Hunt (Player),0.00008618832148243914,1
4837,Immanuel Quickley (Player),0.00008618832148243914,1
4960,Jericho Sims (Player),0.00008618832148243914,1
4266,Julius Randle (Player),0.00008618832148243914,1
4034,Kemba Walker (Player),0.00008618832148243914,1
4649,Kevin Knox (Player),0.00009010597245891364,1
4761,Matt Mooney (Player),0.00008618832148243914,1
4991,Miles McBride (Player),0.00008618832148243914,1
4661,Mitchell Robinson (Player),0.00008618832148243914,1
4278,Nerlens Noel (Player),0.00008618832148243914,1
4871,Obi Toppin (Player),0.00008618832148243914,1
5000,Quentin Grimes (Player),0.00008618832148243914,1
4782,RJ Barrett (Player),0.00008618832148243914,1
4561,Ryan Arcidiacono (Player),0.00008618832148243914,1
3905,Taj Gibson (Player),0.00008618832148243914,1
5017,Tyler Hall (Player),0.00008618832148243914,1
4459,Wayne Selden (Player),0.00008618832148243914,1
4475,Bogdan Bogdanović (Player),0.00009010597245891364,1
4697,Cam Reddish (Player),0.00009010597245891364,1
4814,Cameron Oliver (Player),0.00009010597245891364,1
4916,Cat Barber (Player),0.00009010597245891364,1
4918,Chaundee Brown Jr. (Player),0.00009010597245891364,1
4230,Clint Capela (Player),0.00009010597245891364,1
3807,Danilo Gallinari (Player),0.00009010597245891364,1
4709,De'Andre Hunter (Player),0.00009010597245891364,1
4320,Delon Wright (Player),0.00009010597245891364,1
4167,Gorgui Dieng (Player),0.00009010597245891364,1
4947,Jalen Johnson (Player),0.00009010597245891364,1
4519,John Collins (Player),0.00009010597245891364,1
4648,Kevin Huerter (Player),0.00009010597245891364,1
4649,Kevin Knox (Player),0.00009010597245891364,1
3954,Lance Stephenson (Player),0.00009010597245891364,1
3619,Lou Williams (Player),0.00009010597245891364,1
4985,Malcolm Hill (Player),0.00008227067050596463,1
4872,Onyeka Okongwu (Player),0.00009010597245891364,1
5009,Sharife Cooper (Player),0.00009010597245891364,1
4885,Skylar Mays (Player),0.00009010597245891364,1
4207,Solomon Hill (Player),0.00009010597245891364,1
4453,Timothé Luwawu-Cabarrot (Player),0.00009010597245891364,1
4676,Trae Young (Player),0.00009010597245891364,1
4578,Wes Iwundu (Player),0.00009010597245891364,1
4905,Arnoldas Kulboka (Player),0.0000705177175765411,1
4704,Cody Martin (Player),0.0000705177175765411,1
3941,Gordon Hayward (Player),0.0000705177175765411,1
4012,Isaiah Thomas (Player),0.0000705177175765411,1
3946,Ish Smith (Player),0.00010969422734128617,1
4972,JT Thor (Player),0.0000705177175765411,1
4725,Jalen McDaniels (Player),0.0000705177175765411,1
4949,James Bouknight (Player),0.0000705177175765411,1
4974,Kai Jones (Player),0.0000705177175765411,1
4341,Kelly Oubre Jr. (Player),0.0000705177175765411,1
4859,LaMelo Ball (Player),0.0000705177175765411,1
4180,Mason Plumlee (Player),0.0000705177175765411,1
4659,Miles Bridges (Player),0.0000705177175765411,1
4349,Montrezl Harrell (Player),0.00010969422734128617,1
4869,Nick Richards (Player),0.0000705177175765411,1
4778,P.J. Washington (Player),0.0000705177175765411,1
5007,Scottie Lewis (Player),0.0000705177175765411,1
4366,Terry Rozier (Player),0.0000705177175765411,1
4895,Vernon Carey Jr. (Player),0.00010969422734128617,1
4688,Admiral Schofield (Player),0.00008227067050596463,1
4903,Aleem Ford (Player),0.00008227067050596463,1
4588,B.J. Johnson (Player),0.00008227067050596463,1
4817,Chuma Okeke (Player),0.00008227067050596463,1
4819,Cole Anthony (Player),0.00008227067050596463,1
4825,Devin Cannady (Player),0.00008227067050596463,1
4933,Franz Wagner (Player),0.00008227067050596463,1
4833,Freddie Gillespie (Player),0.00008227067050596463,1
4245,Gary Harris (Player),0.00008227067050596463,1
4938,Hassani Gravett (Player),0.00008227067050596463,1
4721,Ignas Brazdeikis (Player),0.00008227067050596463,1
4948,Jalen Suggs (Player),0.00008227067050596463,1
4958,Jeff Dowtin (Player),0.00008227067050596463,1
4544,Markelle Fultz (Player),0.00008227067050596463,1
4662,Mo Bamba (Player),0.00008227067050596463,1
4663,Moritz Wagner (Player),0.00008227067050596463,1
4769,Mychal Mulder (Player),0.00008227067050596463,1
4877,R.J. Hampton (Player),0.00008227067050596463,1
3845,Robin Lopez (Player),0.00008227067050596463,1
4131,Terrence Ross (Player),0.00008227067050596463,1
4294,Tim Frazier (Player),0.00008227067050596463,1
4682,Wendell Carter Jr. (Player),0.00008227067050596463,1
4808,Anthony Edwards (Player),0.0000666000666000666,1
4702,Chris Silva (Player),0.0000666000666000666,1
4317,D'Angelo Russell (Player),0.0000666000666000666,1
3942,Greg Monroe (Player),0.00009010597245891364,1
4841,Jaden McDaniels (Player),0.0000666000666000666,1
4411,Jake Layman (Player),0.0000666000666000666,1
4634,Jarred Vanderbilt (Player),0.0000666000666000666,1
4732,Jaylen Nowell (Player),0.0000666000666000666,1
4736,Jordan McLaughlin (Player),0.0000666000666000666,1
4644,Josh Okogie (Player),0.0000666000666000666,1
4339,Karl-Anthony Towns (Player),0.0000666000666000666,1
4979,Leandro Bolmaro (Player),0.0000666000666000666,1
4426,Malik Beasley (Player),0.0000666000666000666,1
4989,McKinley Wright IV (Player),0.0000666000666000666,1
4868,Nathan Knight (Player),0.0000666000666000666,1
4771,Naz Reid (Player),0.0000666000666000666,1
4124,Patrick Beverley (Player),0.0000666000666000666,1
4450,Taurean Prince (Player),0.0000666000666000666,1
4810,Anthony Lamb (Player),0.00009010597245891364,1
